match_map_number,map_name,team,player_name,agent,Rating 2.0,Average Combat Score,Kills,Deaths,Assists,Kills - Deaths,"Kill, Assist, Trade, Survive %",Average Damage per Round,Headshot %,First Kills,First Deaths,match_id,year
1,Bind,FNATIC,Boaster,Astra,0.18,80,4,16,2,-4,39,68,35,1,5,542202,2025
2,Abyss,MIBR,aspas,Jett,1.23,297,21,15,1,3,75,189,28,5,2,542202,2025
2,Abyss,MIBR,Verno,Sova,1.08,236,16,13,5,0,80,144,25,1,1,542202,2025
2,Abyss,MIBR,xenom,Astra,0.61,89,6,13,9,0,70,51,11,0,0,542202,2025
2,Abyss,MIBR,cortezia,Cypher,0.55,153,11,17,3,-3,60,96,41,1,4,542202,2025
2,Abyss,MIBR,artzin,Kayo,0.42,125,7,17,8,-3,45,82,25,1,4,542202,2025
2,Abyss,FNATIC,Boaster,Astra,1.42,185,12,10,13,0,80,126,16,1,1,542202,2025
2,Abyss,FNATIC,crashies,Sova,1.26,222,13,12,13,2,80,170,37,3,1,542202,2025
2,Abyss,FNATIC,Alfajer,Cypher,1.25,267,20,13,2,-1,80,178,31,2,3,542202,2025
2,Abyss,FNATIC,kaajak,Waylay,1.11,202,15,14,6,1,60,131,39,3,2,542202,2025
2,Abyss,FNATIC,Chronicle,Breach,0.71,115,9,12,3,1,70,90,28,2,1,542202,2025
3,Haven,MIBR,xenom,Omen,1.16,219,18,15,4,3,74,130,29,5,2,542202,2025
3,Haven,MIBR,artzin,Viper,1.15,228,17,13,6,-1,70,153,24,1,2,542202,2025
3,Haven,MIBR,aspas,Neon,0.74,171,14,18,2,0,70,114,24,4,4,542202,2025
3,Haven,MIBR,cortezia,Killjoy,0.63,107,10,14,3,-2,74,85,26,0,2,542202,2025
3,Haven,MIBR,Verno,Sova,0.61,122,8,16,7,-1,65,77,38,1,2,542202,2025
3,Haven,FNATIC,kaajak,Yoru,1.17,231,20,14,2,4,70,135,33,6,2,542202,2025
3,Haven,FNATIC,Chronicle,Viper,1.17,192,15,13,8,-1,83,137,28,0,1,542202,2025
3,Haven,FNATIC,crashies,Sova,1.06,202,16,13,5,1,74,127,31,2,1,542202,2025
3,Haven,FNATIC,Alfajer,Killjoy,0.91,176,15,15,3,1,70,123,31,3,2,542202,2025
3,Haven,FNATIC,Boaster,Omen,0.89,137,10,12,10,-4,74,94,24,1,5,542202,2025
1,Sunset,Team Liquid,trexx,Fade,0.86,171,10,13,2,-1,63,132,16,0,1,542209,2025
1,Sunset,Team Liquid,paTiTek,Omen,0.86,187,9,14,7,0,69,124,31,1,1,542209,2025
1,Sunset,Team Liquid,keiko,Raze,0.62,143,8,14,1,2,56,94,22,3,1,542209,2025
1,Sunset,Team Liquid,kamo,Yoru,0.48,107,6,14,2,-5,63,66,38,1,6,542209,2025
1,Sunset,Team Liquid,nAts,Cypher,0.48,129,6,13,5,0,69,88,20,1,1,542209,2025
1,Sunset,EDward Gaming,ZmjjKK,Neon,1.75,358,22,9,1,0,63,210,12,4,4,542209,2025
1,Sunset,EDward Gaming,nobody,Sova,1.6,213,15,5,3,1,81,143,54,1,0,542209,2025
1,Sunset,EDward Gaming,Jieni7,Breach,1.28,259,14,9,12,0,81,154,33,1,1,542209,2025
1,Sunset,EDward Gaming,CHICHOO,Cypher,1.18,143,9,5,3,0,88,101,12,0,0,542209,2025
1,Sunset,EDward Gaming,Smoggy,Omen,0.81,163,8,11,7,3,88,102,9,4,1,542209,2025
2,Abyss,Team Liquid,nAts,Cypher,1.94,349,27,7,0,0,89,218,24,1,1,542209,2025
2,Abyss,Team Liquid,kamo,Jett,1.05,262,17,14,3,4,74,175,38,6,2,542209,2025
2,Abyss,Team Liquid,paTiTek,Kayo,1.04,183,13,11,13,-1,84,115,19,0,1,542209,2025
2,Abyss,Team Liquid,trexx,Sova,0.91,138,9,9,5,0,84,98,17,1,1,542209,2025
2,Abyss,Team Liquid,keiko,Omen,0.9,178,11,10,5,2,79,114,52,4,2,542209,2025
2,Abyss,EDward Gaming,Smoggy,Omen,1.03,173,12,15,8,-1,68,103,30,1,2,542209,2025
2,Abyss,EDward Gaming,Jieni7,Waylay,0.71,185,11,16,1,2,58,112,23,3,1,542209,2025
2,Abyss,EDward Gaming,nobody,Sova,0.62,146,8,15,3,-3,47,102,28,0,3,542209,2025
2,Abyss,EDward Gaming,CHICHOO,Astra,0.59,109,7,15,6,-2,47,81,20,0,2,542209,2025
2,Abyss,EDward Gaming,ZmjjKK,Yoru,0.53,138,10,18,1,-1,47,83,37,3,4,542209,2025
3,Bind,Team Liquid,nAts,Viper,1.45,270,27,17,4,2,68,162,24,4,2,542209,2025
3,Bind,Team Liquid,kamo,Yoru,1.21,220,22,17,5,-3,64,144,29,4,7,542209,2025
3,Bind,Team Liquid,paTiTek,Fade,0.91,168,16,18,9,0,75,107,24,1,1,542209,2025
3,Bind,Team Liquid,trexx,Brimstone,0.9,186,17,21,12,2,71,122,25,3,1,542209,2025
3,Bind,Team Liquid,keiko,Raze,0.69,163,14,21,5,-3,64,117,17,1,4,542209,2025
3,Bind,EDward Gaming,Smoggy,Brimstone,1.18,249,22,21,12,2,79,161,18,4,2,542209,2025
3,Bind,EDward Gaming,nobody,Fade,0.96,145,16,17,3,-2,68,99,18,0,2,542209,2025
3,Bind,EDward Gaming,CHICHOO,Viper,0.92,183,19,17,5,2,71,116,21,3,1,542209,2025
3,Bind,EDward Gaming,ZmjjKK,Yoru,0.86,197,19,20,7,0,57,125,19,6,6,542209,2025
3,Bind,EDward Gaming,Jieni7,Tejo,0.85,180,18,21,4,0,61,119,31,2,2,542209,2025
1,Abyss,Xi Lai Gaming,Viva,Sova,1.0,169,13,16,6,-1,70,130,30,2,3,542198,2025
1,Abyss,Xi Lai Gaming,coconut,Astra,0.97,160,13,16,12,1,65,108,52,1,0,542198,2025
1,Abyss,Xi Lai Gaming,happywei,Omen,0.96,201,16,18,14,-1,83,131,49,1,2,542198,2025
1,Abyss,Xi Lai Gaming,Rarga,Yoru,0.85,169,14,17,3,0,74,97,30,4,4,542198,2025
1,Abyss,Xi Lai Gaming,NoMan,Jett,0.76,134,10,14,2,-2,70,95,28,2,4,542198,2025
1,Abyss,Sentinels,N4RRATE,Omen,1.26,234,19,14,7,1,87,139,25,2,1,542198,2025
1,Abyss,Sentinels,Zellsis,Kayo,1.07,195,16,14,13,2,78,121,30,4,2,542198,2025
1,Abyss,Sentinels,johnqt,Sova,1.02,143,13,12,5,1,83,103,38,1,0,542198,2025
1,Abyss,Sentinels,bang,Astra,0.91,175,15,13,5,1,74,117,36,2,1,542198,2025
1,Abyss,Sentinels,zekken,Jett,0.88,207,14,17,9,-2,74,143,25,4,6,542198,2025
2,Lotus,Xi Lai Gaming,happywei,Cypher,1.49,270,23,13,6,3,88,172,35,4,1,542198,2025
2,Lotus,Xi Lai Gaming,Rarga,Sage,1.07,210,18,14,6,-2,79,127,47,2,4,542198,2025
2,Lotus,Xi Lai Gaming,Viva,Fade,0.94,158,14,15,10,1,88,104,38,4,3,542198,2025
2,Lotus,Xi Lai Gaming,coconut,Omen,0.92,189,16,16,14,4,79,106,26,4,0,542198,2025
2,Lotus,Xi Lai Gaming,NoMan,Deadlock,0.87,185,15,15,7,-2,67,130,42,0,2,542198,2025
2,Lotus,Sentinels,zekken,Raze,1.43,290,23,18,8,4,71,190,24,4,0,542198,2025
2,Lotus,Sentinels,johnqt,Viper,0.96,163,11,15,9,-1,79,114,27,0,1,542198,2025
2,Lotus,Sentinels,bang,Omen,0.81,118,11,16,9,-2,75,85,50,0,2,542198,2025
2,Lotus,Sentinels,Zellsis,Vyse,0.77,178,15,19,4,-1,67,119,24,4,5,542198,2025
2,Lotus,Sentinels,N4RRATE,Fade,0.74,156,13,18,9,-4,67,98,22,2,6,542198,2025
3,Haven,Xi Lai Gaming,happywei,Viper,1.59,314,24,11,7,4,71,207,35,4,0,542198,2025
3,Haven,Xi Lai Gaming,NoMan,Killjoy,1.48,294,23,11,1,3,86,193,32,3,0,542198,2025
3,Haven,Xi Lai Gaming,Rarga,Neon,1.14,237,19,14,2,3,86,158,47,5,2,542198,2025
3,Haven,Xi Lai Gaming,coconut,Omen,0.98,134,8,10,16,-2,76,77,27,2,4,542198,2025
3,Haven,Xi Lai Gaming,Viva,Sova,0.97,129,10,10,6,1,86,86,26,1,0,542198,2025
3,Haven,Sentinels,johnqt,Viper,1.16,195,15,13,3,-1,67,132,36,0,1,542198,2025
3,Haven,Sentinels,bang,Omen,0.74,157,12,17,8,-1,57,101,29,1,2,542198,2025
3,Haven,Sentinels,zekken,Neon,0.65,168,11,19,4,-5,52,128,28,2,7,542198,2025
3,Haven,Sentinels,Zellsis,Killjoy,0.63,125,9,16,1,-1,67,76,21,3,4,542198,2025
3,Haven,Sentinels,N4RRATE,Sova,0.58,139,9,19,6,-1,52,97,11,0,1,542198,2025
1,Sunset,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),Knight,Sova,1.62,253,20,10,4,1,85,168,36,2,1,542203,2025
1,Sunset,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),Levius,Cypher,1.45,345,26,15,5,4,70,196,35,6,2,542203,2025
1,Sunset,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),rushia,Omen,1.23,134,9,7,9,1,85,95,21,1,0,542203,2025
1,Sunset,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),whzy,Neon,0.98,190,13,14,8,-1,90,128,35,2,3,542203,2025
1,Sunset,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),nephh,Breach,0.91,110,7,10,11,-1,75,70,32,1,2,542203,2025
1,Sunset,Rex Regum Qeon,Monyet,Omen,0.96,178,12,15,9,2,65,111,31,3,1,542203,2025
1,Sunset,Rex Regum Qeon,crazyguy,Breach,0.91,166,12,13,4,-1,55,123,40,2,3,542203,2025
1,Sunset,Rex Regum Qeon,Jemkin,Waylay,0.76,165,12,14,2,-1,65,101,23,1,2,542203,2025
1,Sunset,Rex Regum Qeon,xffero,Cypher,0.58,147,9,15,9,-1,65,96,18,2,3,542203,2025
1,Sunset,Rex Regum Qeon,Kushy,Fade,0.49,145,11,18,0,-3,50,95,39,0,3,542203,2025
2,Lotus,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),nephh,Omen,1.27,245,18,14,6,0,71,144,21,3,3,542203,2025
2,Lotus,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),Knight,Fade,1.06,174,13,14,10,-2,71,125,35,0,2,542203,2025
2,Lotus,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),whzy,Raze,0.83,181,13,17,4,0,67,117,33,2,2,542203,2025
2,Lotus,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),Levius,Vyse,0.83,177,13,16,4,0,71,120,27,1,1,542203,2025
2,Lotus,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),rushia,Viper,0.54,165,10,19,5,1,62,104,25,4,3,542203,2025
2,Lotus,Rex Regum Qeon,Monyet,Raze,1.31,284,21,14,5,0,76,181,21,2,2,542203,2025
2,Lotus,Rex Regum Qeon,crazyguy,Omen,1.16,203,15,13,11,0,76,149,26,2,2,542203,2025
2,Lotus,Rex Regum Qeon,xffero,Viper,1.14,218,16,13,5,1,71,127,22,4,3,542203,2025
2,Lotus,Rex Regum Qeon,Kushy,Fade,0.98,176,15,14,3,-1,76,120,37,1,2,542203,2025
2,Lotus,Rex Regum Qeon,Jemkin,Yoru,0.78,149,13,13,1,1,62,93,32,2,1,542203,2025
3,Abyss,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),nephh,Omen,0.85,183,10,12,3,-1,47,117,16,0,1,542203,2025
3,Abyss,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),Levius,Vyse,0.8,148,9,11,2,-1,53,104,43,1,2,542203,2025
3,Abyss,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),Knight,Sova,0.67,139,8,14,2,-2,47,90,8,1,3,542203,2025
3,Abyss,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),rushia,Harbor,0.62,159,8,16,4,-1,53,123,31,1,2,542203,2025
3,Abyss,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),whzy,Yoru,0.24,110,5,16,4,-4,53,78,14,1,5,542203,2025
3,Abyss,Rex Regum Qeon,Jemkin,Jett,2.08,424,26,10,4,8,94,277,53,8,0,542203,2025
3,Abyss,Rex Regum Qeon,xffero,Cypher,1.45,203,14,6,3,0,76,131,36,1,1,542203,2025
3,Abyss,Rex Regum Qeon,Monyet,Omen,1.35,207,13,7,12,0,82,131,34,1,1,542203,2025
3,Abyss,Rex Regum Qeon,Kushy,Kayo,1.24,187,9,9,20,1,88,110,23,3,2,542203,2025
3,Abyss,Rex Regum Qeon,crazyguy,Sova,1.01,125,7,8,8,0,76,87,12,0,0,542203,2025
1,Lotus,G2 Esports,leaf,Viper,1.59,305,23,12,6,1,75,193,27,2,1,542214,2025
1,Lotus,G2 Esports,JonahP,Fade,1.13,213,15,13,5,0,80,125,16,1,1,542214,2025
1,Lotus,G2 Esports,jawgemo,Yoru,1.1,238,16,14,6,3,75,155,38,6,3,542214,2025
1,Lotus,G2 Esports,valyn,Omen,1.06,153,11,10,6,-2,85,104,33,0,2,542214,2025
1,Lotus,G2 Esports,trent,Tejo,0.74,115,7,12,8,-4,75,93,26,0,4,542214,2025
1,Lotus,Dragon Ranger Gaming,Akeman,Waylay,1.21,269,20,15,0,5,70,159,34,5,0,542214,2025
1,Lotus,Dragon Ranger Gaming,Flex1n,Omen,0.84,188,12,14,10,0,75,122,36,2,2,542214,2025
1,Lotus,Dragon Ranger Gaming,Demon1,Vyse,0.78,143,11,13,2,0,80,89,35,1,1,542214,2025
1,Lotus,Dragon Ranger Gaming,SpiritZ1,Yoru,0.7,200,13,17,5,1,65,128,24,3,2,542214,2025
1,Lotus,Dragon Ranger Gaming,Nicc,Breach,0.49,89,5,13,7,-4,60,68,33,0,4,542214,2025
2,Abyss,G2 Esports,jawgemo,Yoru,1.55,317,23,13,9,-3,80,197,33,3,6,542214,2025
2,Abyss,G2 Esports,trent,Tejo,1.43,232,19,10,7,0,75,164,30,1,1,542214,2025
2,Abyss,G2 Esports,JonahP,Sova,1.15,187,14,13,10,1,75,136,32,3,2,542214,2025
2,Abyss,G2 Esports,leaf,Deadlock,0.8,153,12,15,3,0,75,114,14,1,1,542214,2025
2,Abyss,G2 Esports,valyn,Astra,0.75,165,11,15,7,0,70,107,26,1,1,542214,2025
2,Abyss,Dragon Ranger Gaming,Demon1,Cypher,1.19,205,14,13,7,0,80,141,53,1,1,542214,2025
2,Abyss,Dragon Ranger Gaming,Flex1n,Omen,1.12,233,17,15,6,3,85,148,31,3,0,542214,2025
2,Abyss,Dragon Ranger Gaming,SpiritZ1,Yoru,0.78,199,14,17,3,0,70,116,30,5,5,542214,2025
2,Abyss,Dragon Ranger Gaming,Akeman,Waylay,0.72,154,11,16,3,0,60,109,26,2,2,542214,2025
2,Abyss,Dragon Ranger Gaming,Nicc,Sova,0.58,151,10,18,5,-1,75,115,33,0,1,542214,2025
1,Corrode,DRX,MaKo,Omen,1.33,259,20,12,6,2,76,177,34,2,0,542210,2025
1,Corrode,DRX,Flashback,Yoru,1.26,282,22,14,2,3,71,188,38,6,3,542210,2025
1,Corrode,DRX,HYUNMIN,Waylay,0.86,183,13,14,5,1,81,116,39,2,1,542210,2025
1,Corrode,DRX,BeYN,Fade,0.85,134,10,11,4,2,76,88,23,3,1,542210,2025
1,Corrode,DRX,free1ng,Vyse,0.82,110,9,11,3,-1,76,84,55,1,2,542210,2025
1,Corrode,Team Liquid,keiko,Omen,1.27,234,18,16,5,-2,76,156,38,0,2,542210,2025
1,Corrode,Team Liquid,trexx,Vyse,1.05,164,10,13,8,-1,57,114,24,0,1,542210,2025
1,Corrode,Team Liquid,kamo,Neon,0.88,135,9,12,4,-4,71,99,33,2,6,542210,2025
1,Corrode,Team Liquid,nAts,Waylay,0.77,195,14,17,3,-1,62,126,17,4,5,542210,2025
1,Corrode,Team Liquid,paTiTek,Fade,0.76,161,11,16,6,1,67,100,26,1,0,542210,2025
2,Abyss,DRX,HYUNMIN,Waylay,1.47,324,24,14,5,1,65,222,45,5,4,542210,2025
2,Abyss,DRX,Flashback,Yoru,1.35,257,18,12,3,1,70,171,29,3,2,542210,2025
2,Abyss,DRX,MaKo,Omen,1.05,166,11,11,8,0,75,97,25,2,2,542210,2025
2,Abyss,DRX,free1ng,Cypher,0.93,169,13,13,3,0,70,110,47,0,0,542210,2025
2,Abyss,DRX,BeYN,Sova,0.86,127,10,11,2,0,75,82,32,1,1,542210,2025
2,Abyss,Team Liquid,keiko,Omen,1.21,255,18,15,6,3,80,160,30,5,2,542210,2025
2,Abyss,Team Liquid,kamo,Jett,1.08,208,16,14,1,-3,55,141,45,1,4,542210,2025
2,Abyss,Team Liquid,trexx,Sova,0.89,176,12,15,0,-1,65,116,26,0,1,542210,2025
2,Abyss,Team Liquid,nAts,Cypher,0.65,179,11,17,7,-1,60,122,31,3,4,542210,2025
2,Abyss,Team Liquid,paTiTek,Kayo,0.33,72,4,15,5,0,60,52,50,0,0,542210,2025
1,Bind,GIANTX,ara,Raze,1.46,297,27,19,3,6,62,184,33,7,1,542199,2025
1,Bind,GIANTX,westside,Deadlock,0.98,196,18,20,7,2,69,124,33,3,1,542199,2025
1,Bind,GIANTX,grubinho,Astra,0.98,179,16,19,10,0,69,124,36,4,4,542199,2025
1,Bind,GIANTX,Cloud,Gekko,0.83,184,16,21,6,-2,62,133,44,0,2,542199,2025
1,Bind,GIANTX,Flickless,Viper,0.57,109,9,19,9,-2,62,78,21,1,3,542199,2025
1,Bind,Xi Lai Gaming,Viva,Brimstone,1.38,247,23,15,9,-1,81,180,38,1,2,542199,2025
1,Bind,Xi Lai Gaming,happywei,Viper,1.09,266,24,19,4,-2,73,169,44,2,4,542199,2025
1,Bind,Xi Lai Gaming,NoMan,Skye,1.02,177,19,14,6,-4,73,114,23,1,5,542199,2025
1,Bind,Xi Lai Gaming,Rarga,Waylay,0.94,232,21,20,8,4,73,137,28,7,3,542199,2025
1,Bind,Xi Lai Gaming,coconut,Gekko,0.72,133,11,18,8,-1,73,88,19,0,1,542199,2025
2,Ascent,GIANTX,ara,Jett,1.62,311,27,12,1,1,74,190,19,6,5,542199,2025
2,Ascent,GIANTX,Flickless,Kayo,1.34,223,16,11,18,0,83,142,27,1,1,542199,2025
2,Ascent,GIANTX,Cloud,Sova,1.14,225,17,15,9,-2,78,156,28,0,2,542199,2025
2,Ascent,GIANTX,westside,Cypher,0.99,150,14,14,3,-1,78,92,50,2,3,542199,2025
2,Ascent,GIANTX,grubinho,Omen,0.61,130,9,17,16,1,65,78,48,2,1,542199,2025
2,Ascent,Xi Lai Gaming,NoMan,Kayo,1.34,254,21,16,9,3,78,149,34,4,1,542199,2025
2,Ascent,Xi Lai Gaming,Viva,Sova,1.2,179,14,12,4,2,70,128,30,2,0,542199,2025
2,Ascent,Xi Lai Gaming,Rarga,Jett,0.8,227,16,20,5,4,65,141,36,4,0,542199,2025
2,Ascent,Xi Lai Gaming,happywei,Cypher,0.6,134,10,18,6,-7,61,92,46,1,8,542199,2025
2,Ascent,Xi Lai Gaming,coconut,Omen,0.49,101,8,17,7,-1,70,67,21,1,2,542199,2025
1,Lotus,T1,iZu,Yoru,1.42,248,21,12,1,2,86,160,23,2,0,542215,2025
1,Lotus,T1,Meteor,Vyse,1.03,227,16,18,6,6,68,148,29,7,1,542215,2025
1,Lotus,T1,stax,Fade,0.64,136,12,16,6,-4,64,86,23,0,4,542215,2025
1,Lotus,T1,BuZz,Neon,0.63,195,15,18,2,-1,68,126,46,1,2,542215,2025
1,Lotus,T1,DH,Omen,0.56,121,8,16,8,-3,59,79,32,1,4,542215,2025
1,Lotus,G2 Esports,valyn,Omen,1.44,284,21,15,10,2,86,183,32,4,2,542215,2025
1,Lotus,G2 Esports,leaf,Viper,1.21,202,16,12,6,-1,77,147,20,1,2,542215,2025
1,Lotus,G2 Esports,jawgemo,Yoru,1.2,278,23,17,1,2,68,163,34,4,2,542215,2025
1,Lotus,G2 Esports,trent,Tejo,0.96,156,12,13,8,-2,82,109,25,1,3,542215,2025
1,Lotus,G2 Esports,JonahP,Fade,0.81,131,8,15,13,-1,77,87,18,1,2,542215,2025
2,Corrode,T1,stax,Fade,0.91,168,12,16,3,0,57,123,48,0,0,542215,2025
2,Corrode,T1,DH,Omen,0.81,149,11,15,8,-4,67,98,36,0,4,542215,2025
2,Corrode,T1,iZu,Waylay,0.74,188,14,17,1,-3,52,109,26,1,4,542215,2025
2,Corrode,T1,Meteor,Vyse,0.71,191,12,18,1,1,52,135,38,4,3,542215,2025
2,Corrode,T1,BuZz,Neon,0.53,116,8,17,7,-3,67,76,23,1,4,542215,2025
2,Corrode,G2 Esports,trent,Tejo,1.47,231,18,11,6,0,81,145,36,1,1,542215,2025
2,Corrode,G2 Esports,jawgemo,Yoru,1.35,241,19,12,6,5,76,140,27,7,2,542215,2025
2,Corrode,G2 Esports,leaf,Viper,1.2,243,19,12,5,2,71,163,19,2,0,542215,2025
2,Corrode,G2 Esports,valyn,Omen,1.11,208,14,12,8,2,90,139,24,4,2,542215,2025
2,Corrode,G2 Esports,JonahP,Fade,1.08,161,13,10,10,0,76,87,14,1,1,542215,2025
1,Corrode,MIBR,artzin,Kayo,1.78,345,21,9,9,3,78,213,23,4,1,542204,2025
1,Corrode,MIBR,aspas,Waylay,1.51,262,19,8,2,4,94,165,32,4,0,542204,2025
1,Corrode,MIBR,cortezia,Viper,1.34,203,13,8,10,0,78,129,44,1,1,542204,2025
1,Corrode,MIBR,Verno,Sova,0.98,147,9,9,6,1,78,95,26,2,1,542204,2025
1,Corrode,MIBR,xenom,Omen,0.85,135,8,8,8,0,89,85,44,2,2,542204,2025
1,Corrode,Rex Regum Qeon,Monyet,Neon,0.94,197,12,14,7,-3,67,118,26,1,4,542204,2025
1,Corrode,Rex Regum Qeon,Kushy,Fade,0.82,158,10,13,3,-3,61,103,48,0,3,542204,2025
1,Corrode,Rex Regum Qeon,crazyguy,Omen,0.59,114,6,15,5,0,61,81,42,1,1,542204,2025
1,Corrode,Rex Regum Qeon,Jemkin,Waylay,0.53,106,6,14,2,-2,50,72,32,1,3,542204,2025
1,Corrode,Rex Regum Qeon,xffero,Viper,0.52,119,8,14,1,0,61,88,20,2,2,542204,2025
2,Abyss,MIBR,xenom,Astra,1.44,193,15,8,5,0,83,124,46,0,0,542204,2025
2,Abyss,MIBR,aspas,Jett,1.43,247,17,6,2,2,83,161,24,3,1,542204,2025
2,Abyss,MIBR,Verno,Sova,1.19,208,13,10,5,2,78,155,20,2,0,542204,2025
2,Abyss,MIBR,cortezia,Cypher,1.15,219,14,11,5,0,83,133,34,2,2,542204,2025
2,Abyss,MIBR,artzin,Kayo,0.78,167,9,13,12,0,67,99,22,4,4,542204,2025
2,Abyss,Rex Regum Qeon,Jemkin,Jett,1.15,252,15,13,2,-1,44,163,48,3,4,542204,2025
2,Abyss,Rex Regum Qeon,xffero,Cypher,1.08,228,15,14,2,2,72,156,38,4,2,542204,2025
2,Abyss,Rex Regum Qeon,Monyet,Omen,0.72,123,8,14,7,-1,61,92,36,0,1,542204,2025
2,Abyss,Rex Regum Qeon,crazyguy,Sova,0.65,148,6,14,8,-2,61,108,11,0,2,542204,2025
2,Abyss,Rex Regum Qeon,Kushy,Kayo,0.33,78,4,16,5,-2,50,48,31,0,2,542204,2025
1,Lotus,Paper Rex,something,Yoru,1.21,218,20,15,3,-2,67,136,21,3,5,542265,2025
1,Lotus,Paper Rex,Jinggg,Raze,1.2,247,20,17,6,1,71,158,18,4,3,542265,2025
1,Lotus,Paper Rex,d4v41,Vyse,1.01,192,15,15,8,0,75,137,36,1,1,542265,2025
1,Lotus,Paper Rex,f0rsakeN,Omen,0.85,178,14,18,12,-4,71,114,32,1,5,542265,2025
1,Lotus,Paper Rex,PatMen,Fade,0.8,176,16,17,3,-1,54,111,31,0,1,542265,2025
1,Lotus,G2 Esports,jawgemo,Yoru,1.37,296,25,17,2,6,75,183,20,8,2,542265,2025
1,Lotus,G2 Esports,JonahP,Fade,1.08,215,17,17,5,-1,71,130,26,1,2,542265,2025
1,Lotus,G2 Esports,leaf,Viper,1.05,231,19,18,8,3,75,150,12,4,1,542265,2025
1,Lotus,G2 Esports,valyn,Omen,0.85,169,14,17,3,1,71,121,27,2,1,542265,2025
1,Lotus,G2 Esports,trent,Tejo,0.46,72,7,16,2,-3,63,56,33,0,3,542265,2025
2,Corrode,Paper Rex,something,Yoru,1.35,285,28,19,5,3,82,175,37,6,3,542265,2025
2,Corrode,Paper Rex,PatMen,Fade,1.1,209,21,17,6,0,71,132,33,0,0,542265,2025
2,Corrode,Paper Rex,Jinggg,Raze,0.93,207,18,19,4,-1,82,137,9,3,4,542265,2025
2,Corrode,Paper Rex,f0rsakeN,Omen,0.89,186,20,22,11,-6,71,126,24,0,6,542265,2025
2,Corrode,Paper Rex,d4v41,Vyse,0.72,148,13,20,8,-2,54,99,34,2,4,542265,2025
2,Corrode,G2 Esports,JonahP,Fade,1.23,280,26,22,9,6,79,164,24,9,3,542265,2025
2,Corrode,G2 Esports,leaf,Viper,1.15,225,22,19,5,5,71,157,32,5,0,542265,2025
2,Corrode,G2 Esports,trent,Tejo,1.08,227,21,20,8,0,68,146,28,1,1,542265,2025
2,Corrode,G2 Esports,jawgemo,Yoru,0.8,143,14,20,3,-1,61,96,32,2,3,542265,2025
2,Corrode,G2 Esports,valyn,Omen,0.75,140,14,19,11,-4,75,97,16,0,4,542265,2025
3,Ascent,Paper Rex,f0rsakeN,Omen,1.73,310,28,14,7,4,75,199,35,5,1,542265,2025
3,Ascent,Paper Rex,something,Yoru,1.31,233,20,14,6,-1,79,152,34,4,5,542265,2025
3,Ascent,Paper Rex,Jinggg,Sage,0.81,193,16,18,9,1,71,119,26,2,1,542265,2025
3,Ascent,Paper Rex,d4v41,Vyse,0.8,208,16,19,7,-3,79,151,26,0,3,542265,2025
3,Ascent,Paper Rex,PatMen,Sova,0.54,105,9,17,3,-3,63,78,13,0,3,542265,2025
3,Ascent,G2 Esports,leaf,Chamber,1.61,362,30,19,3,4,79,238,24,8,4,542265,2025
3,Ascent,G2 Esports,trent,Sova,0.97,156,13,15,6,0,71,106,15,1,1,542265,2025
3,Ascent,G2 Esports,valyn,Omen,0.82,142,11,16,11,-1,63,97,22,0,1,542265,2025
3,Ascent,G2 Esports,JonahP,Vyse,0.76,184,14,20,6,-2,63,116,20,1,3,542265,2025
3,Ascent,G2 Esports,jawgemo,Yoru,0.75,176,14,19,3,1,67,122,26,3,2,542265,2025
1,Haven,FNATIC,kaajak,Yoru,1.5,264,22,12,5,1,75,184,31,3,2,542264,2025
1,Haven,FNATIC,Alfajer,Killjoy,1.48,283,25,12,2,1,75,206,37,4,3,542264,2025
1,Haven,FNATIC,crashies,Sova,1.04,185,16,14,5,1,67,126,23,1,0,542264,2025
1,Haven,FNATIC,Boaster,Omen,0.67,125,10,17,6,0,71,71,29,2,2,542264,2025
1,Haven,FNATIC,Chronicle,Viper,0.62,123,9,17,7,-3,67,94,19,2,5,542264,2025
1,Haven,DRX,BeYN,Sova,1.18,182,15,13,7,1,75,128,19,1,0,542264,2025
1,Haven,DRX,MaKo,Omen,1.03,196,15,14,6,-3,67,128,22,1,4,542264,2025
1,Haven,DRX,HYUNMIN,Waylay,0.87,179,14,17,8,0,71,124,36,2,2,542264,2025
1,Haven,DRX,Flashback,Neon,0.79,196,16,19,1,5,71,121,22,8,3,542264,2025
1,Haven,DRX,free1ng,Cypher,0.61,135,12,19,3,-3,54,90,38,0,3,542264,2025
